;0;1;2;3;4;5;6;7;8;9;10;12;13;15;17;20;22;23;26;31;32;33;36;37;38;41;43;44;47;49;50;53;54;56;62;64;65;69;70;71;72;74;76;79;80;83;84;87;89;91;93;97;98;100;102;106;107;108;109;110;114;115;118;125;127;129;131;134;137;144;146;147;148;149;151;153;159;161;162;172;174;175;182;184;186;199;205;206;225;226;237;239;245;255;259;265;268;270;274;303;326;370;388;406;407;441;456;501;611;613;705
9;3.0;0;0;4.0;2.0;0;3.0;1.0;1.0;0;0;2.0;0;0;3.0;3.0;0;1.0;0;0;0;0;0;0;0;2.0;0;0;0;1.0;0;0;0;1.0;0;1.0;0;0;7.0;0;0;0;8.0;0;0;1.0;4.0;2.0;0;0;0;0;2.0;2.0;1.0;0;0;4.0;0;0;8.0;0;0;1.0;0;0;0;0;0;0;1.0;0;0;0;1.0;1.0;0;0;3.0;1.0;0;2.0;2.0;0;2.0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;1.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0
10;1.0;0;0;0;13.0;0;2.0;1.0;0;0;0;0;4.0;4.0;0;0;0;3.0;0;3.0;0;0;0;1.0;5.0;0;1.0;0;0;0;0;0;0;1.0;0;0;0;1.0;1.0;0;0;0;0;0;0;1.0;3.0;2.0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.0;0;0;0;1.0;0;0;0;1.0;1.0;0;1.0;0;2.0;0;0;0;0;0;0;0;1.0;1.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;1.0;1.0;0;0;0;1.0;2.0;4.0;0;2.0;0;0;0;2.0;1.0;1.0;23.0;22.0;1.0;8.0;0;2.0;13.0;0;1.0;6.0;3.0;0;2.0;0;1.0;1.0;2.0;0;0;2.0;1.0;37.0;60.0;8.0;5.0;5.0;2.0;0;0;6.0;2.0;10.0;0;10.0;0;3.0;1.0;1.0;1.0;2.0;0;4.0;7.0;1.0;5.0;0;4.0;0;1.0;1.0;0;0;16.0;0;5.0;0;0;1.0;0;2.0;0;1.0;2.0;0;5.0;4.0;3.0;0;1.0;1.0;0;0;1.0;3.0;9.0;0;1.0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;0
13;2.0;0;1.0;1.0;2.0;1.0;2.0;0;0;0;4.0;0;0;2.0;1.0;1.0;0;0;2.0;1.0;0;0;0;6.0;13.0;0;0;0;1.0;0;0;1.0;0;4.0;3.0;0;0;0;5.0;0;0;0;0;0;0;1.0;3.0;2.0;2.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;18.0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;1.0;0;0;0;0;0;1.0;0;0;0;1.0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;1.0;1.0;0;0;1.0;0;0;0;0;0;4.0;2.0;2.0;0;2.0;1.0;1.0;1.0;0;0;0;1.0;0;5.0;0;0;0;0;19.0;0;1.0;1.0;0;2.0;0;0;0;1.0;0;1.0;0;1.0;0;0;0;2.0;1.0;1.0;0;0;1.0;0;0;0;2.0;0;3.0;1.0;1.0;0;0;1.0;0;3.0;0;0;0;0;0;0;0;1.0;1.0;0;0;0;1.0;0;0;0;0;0;0;0;0;1.0;1.0;0;0;0;1.0;0;0;0;0;0;1.0;1.0;1.0;0;1.0;0;0;0;0;0;0;0;0;0;0
17;7.0;0;1.0;3.0;0;3.0;54.0;0;0;3.0;0;1.0;1.0;2.0;0;0;0;4.0;0;0;0;0;0;1.0;0;17.0;0;0;0;1.0;0;2.0;3.0;1.0;11.0;6.0;1.0;1.0;1.0;1.0;0;0;0;0;0;0;1.0;2.0;0;0;0;1.0;0;1.0;1.0;0;4.0;1.0;2.0;0;0;0;0;2.0;2.0;0;0;0;1.0;1.0;0;0;1.0;0;3.0;0;0;0;0;0;2.0;0;4.0;2.0;1.0;2.0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;2.0;0;0;1.0;0;0;0;0;0;3.0;0;1.0;1.0;1.0;0;0;2.0;16.0;0;0;0;0;0;0;0;7.0;1.0;0;1.0;0;0;0;7.0;0;0;0;12.0;0;4.0;1.0;6.0;2.0;26.0;0;0;0;30.0;0;3.0;0;1.0;0;1.0;2.0;0;2.0;0;0;1.0;0;0;0;0;0;1.0;0;2.0;3.0;0;0;0;5.0;1.0;0;0;1.0;2.0;4.0;0;1.0;0;0;2.0;0;0;1.0;1.0;0;0;1.0;0;0;0;7.0;1.0;0;0;1.0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;0
22;1.0;0;0;0;0;0;0;0;0;0;0;23.0;0;1.0;0;2.0;0;5.0;0;1.0;0;0;2.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;1.0;20.0;25.0;2.0;6.0;3.0;1.0;0;0;2.0;1.0;1.0;0;4.0;0;0;0;0;0;0;1.0;0;1.0;0;0;0;31.0;0;1.0;0;0;0;5.0;0;1.0;0;0;0;0;5.0;1.0;1.0;3.0;0;15.0;2.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0
23;1.0;1.0;1.0;16.0;2.0;0;1.0;1.0;0;1.0;3.0;22.0;0;1.0;4.0;16.0;5.0;0;0;15.0;0;0;2.0;0;0;53.0;1.0;1.0;2.0;1.0;5.0;1.0;19.0;0;0;0;162.0;8.0;27.0;1.0;593.0;96.0;4.0;0;0;0;4.0;1.0;16.0;3.0;0;3.0;1.0;9.0;0;0;0;2.0;4.0;0;27.0;1.0;3.0;1.0;34.0;2.0;2.0;0;14.0;12.0;6.0;3.0;1.0;0;1.0;2.0;2.0;7.0;2.0;0;16.0;1.0;4.0;2.0;0;2.0;0;0;0;0;0;4.0;2.0;2.0;0;1.0;1.0;0;0;1.0;0;1.0;5.0;1.0;0;0;0;6.0;0;0;0
26;0;1.0;0;0;0;0;0;0;8.0;0;0;1.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;3.0;0;0;0;1.0;0;0;0;2.0;0;0;3.0;0;0;0;0;0;0;1.0;1.0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;1.0;0;2.0;0;0;2.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0
31;0;0;0;0;2.0;0;0;0;0;0;3.0;8.0;1.0;0;0;0;1.0;15.0;0;0;0;0;10.0;0;0;4.0;0;1.0;0;0;0;1.0;0;0;0;0;0;13.0;1.0;0;2.0;14.0;0;1.0;0;1.0;0;6.0;33.0;1.0;0;0;6.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;2.0;0;6.0;0;3.0;0;5.0;0;1.0;0;1.0;0;0;0;4.0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0
32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;5.0;6.0;0;0;4.0;0;0;4.0
33;0;1.0;0;0;0;0;0;0;0;0;0;2.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;0;0;0;0;0;0;0;0;0;0;0;13.0;0;0;0;0;2.0;2.0;0;10.0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;11.0;3.0;0;1.0;1.0;0;0;0;1.0;0;2.0;0;2.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;1.0;0;3.0;0;1.0;0;2.0;0;1.0;0;0;1.0;4.0;0;5.0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37;1.0;1.0;0;0;1.0;1.0;3.0;0;0;0;1.0;0;6.0;5.0;1.0;0;0;0;0;0;0;0;0;0;16.0;0;1.0;0;8.0;0;0;1.0;0;3.0;1.0;4.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;2.0;0;1.0;0;1.0;0;0;1.0;0;0;5.0;1.0;13.0;0;0;0;0;0;1.0;0;0;0;0;16.0;0;0;0;0;2.0;0;0;2.0;0;5.0;0;0;0;0;0;1.0;0;0;0;0;0;1.0;0;0;1.0;0;1.0;0;0;0;2.0;0;0;1.0;1.0;1.0;1.0;0;0;4.0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;0;1.0;0;0;1.0;2.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0
41;6.0;4.0;5.0;64.0;4.0;1.0;3.0;2.0;1.0;2.0;0;6.0;0;0;17.0;7.0;0;53.0;0;4.0;0;0;1.0;0;0;0;3.0;0;0;0;0;6.0;148.0;2.0;0;0;2.0;1.0;6.0;5.0;51.0;2.0;6.0;0;0;1.0;3.0;9.0;2.0;0;1.0;0;0;2.0;0;1.0;0;1.0;0;0;2.0;0;0;0;146.0;0;0;0;0;22.0;0;0;0;0;1.0;0;1.0;0;0;1.0;3.0;0;0;5.0;0;0;1.0;0;0;0;0;1.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43;1.0;1.0;0;0;2.0;0;3.0;0;0;0;1.0;3.0;0;0;0;1.0;2.0;1.0;0;0;0;0;0;1.0;0;3.0;0;0;1.0;2.0;1.0;12.0;0;0;0;0;0;0;5.0;1.0;0;0;0;0;3.0;3.0;0;1.0;0;1.0;1.0;6.0;1.0;6.0;1.0;0;1.0;4.0;8.0;0;0;0;1.0;1.0;2.0;0;1.0;1.0;0;0;2.0;0;0;4.0;1.0;1.0;0;4.0;0;1.0;0;0;0;0;2.0;1.0;0;1.0;1.0;0;0;2.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;2.0;1.0;0;1.0;0;0
44;0;0;0;1.0;0;0;1.0;2.0;3.0;0;0;0;0;0;0;0;0;1.0;0;1.0;0;0;0;0;0;0;0;0;0;0;8.0;6.0;0;0;0;2.0;0;1.0;0;0;4.0;4.0;0;0;0;0;0;0;0;0;4.0;1.0;1.0;1.0;1.0;0;0;1.0;1.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;2.0;0;0;0;1.0;1.0;0;0;4.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0
47;0;0;0;0;0;0;0;0;0;0;0;2.0;1.0;19.0;0;1.0;0;2.0;0;0;0;0;0;8.0;2.0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;2.0;1.0;0;0;0;0;0;1.0;0;1.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;1.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49;1.0;1.0;0;0;1.0;11.0;4.0;1.0;0;1.0;0;0;0;0;1.0;0;0;1.0;0;0;0;0;0;0;0;0;2.0;0;0;0;1.0;1.0;0;0;15.0;0;0;1.0;2.0;1.0;0;0;0;0;0;4.0;0;2.0;0;0;0;1.0;0;7.0;2.0;0;0;3.0;1.0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;2.0;0;0;5.0;2.0;0;0;0;0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0
50;0;0;1.0;0;0;2.0;1.0;0;0;0;0;1.0;0;1.0;0;0;0;5.0;0;0;0;0;1.0;0;0;0;1.0;8.0;0;1.0;0;0;0;0;0;2.0;1.0;0;0;0;0;2.0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;1.0;2.0;0;0;0;2.0;0;1.0;0;0;1.0;0;1.0;0;0;0;0;0;0;2.0;0;0;1.0;0;0;3.0;0;2.0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;1.0;2.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0
53;3.0;1.0;1.0;3.0;5.0;0;1.0;1.0;13.0;0;0;1.0;1.0;1.0;2.0;0;0;1.0;1.0;1.0;0;0;0;1.0;2.0;6.0;12.0;6.0;1.0;1.0;0;0;0;1.0;0;10.0;0;2.0;15.0;2.0;2.0;2.0;0;3.0;6.0;12.0;0;1.0;0;0;32.0;3.0;0;0;12.0;0;0;34.0;41.0;1.0;0;0;0;1.0;1.0;0;3.0;0;1.0;1.0;1.0;0;1.0;3.0;2.0;3.0;1.0;0;0;0;4.0;0;14.0;0;16.0;0;0;20.0;3.0;0;1.0;0;0;0;1.0;4.0;0;1.0;1.0;1.0;0;0;0;0;0;0;2.0;2.0;0;0;0
54;0;0;0;19.0;0;0;0;0;0;0;0;2.0;0;0;3.0;7.0;0;19.0;0;0;0;0;0;0;0;148.0;0;0;0;0;0;0;0;0;0;0;6.0;0;1.0;0;4.0;0;1.0;0;0;0;3.0;1.0;0;0;0;0;0;0;1.0;0;0;0;0;0;2.0;0;0;1.0;13.0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
56;0;0;0;1.0;1.0;0;0;1.0;1.0;1.0;1.0;0;4.0;2.0;1.0;0;0;0;0;0;0;0;0;3.0;5.0;2.0;0;0;0;0;0;1.0;0;0;2.0;0;0;0;1.0;1.0;0;0;0;0;0;1.0;0;0;0;0;0;0;1.0;0;1.0;0;0;0;1.0;1.0;1.0;0;0;14.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;1.0;0;3.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
62;1.0;0;0;1.0;0;90.0;5.0;0;0;0;0;0;3.0;0;11.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;15.0;0;0;0;2.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;2.0;0;0;1.0;0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;1.0;1.0;0;0;0;0;0;1.0;0;0;1.0;0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
64;2.0;0;1.0;0;0;1.0;2.0;0;1.0;1.0;0;2.0;0;0;6.0;0;0;0;0;0;0;0;0;4.0;0;0;0;2.0;0;0;2.0;10.0;0;0;2.0;0;1.0;0;5.0;0;0;0;0;2.0;0;0;0;1.0;0;0;1.0;0;0;0;1.0;1.0;4.0;5.0;1.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;1.0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0
65;2.0;0;0;1.0;0;0;0;0;0;0;0;1.0;0;0;1.0;12.0;1.0;162.0;0;0;0;0;0;0;0;2.0;0;0;0;0;1.0;0;6.0;0;0;1.0;0;1.0;4.0;1.0;47.0;25.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0
69;0;0;0;0;1.0;0;1.0;0;0;0;1.0;37.0;0;1.0;1.0;0;20.0;8.0;0;13.0;0;0;11.0;0;0;1.0;0;1.0;0;1.0;0;2.0;0;0;0;0;1.0;0;47.0;0;4.0;4.0;0;1.0;0;4.0;0;6.0;1.0;3.0;0;0;0;3.0;0;1.0;1.0;1.0;4.0;0;0;0;1.0;0;1.0;0;2.0;0;9.0;0;9.0;0;1.0;0;0;0;0;3.0;0;0;2.0;8.0;1.0;0;0;1.0;1.0;0;0;0;4.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70;2.0;0;0;4.0;3.0;2.0;1.0;2.0;5.0;7.0;1.0;60.0;5.0;0;1.0;4.0;25.0;27.0;0;1.0;0;0;3.0;0;0;6.0;5.0;0;2.0;2.0;0;15.0;1.0;1.0;0;5.0;4.0;47.0;0;47.0;8.0;12.0;4.0;0;0;12.0;1.0;13.0;0;6.0;1.0;1.0;0;2.0;11.0;8.0;1.0;10.0;15.0;0;1.0;1.0;0;4.0;3.0;0;8.0;2.0;19.0;1.0;0;0;9.0;2.0;3.0;9.0;1.0;3.0;0;0;5.0;4.0;22.0;0;6.0;2.0;0;2.0;0;4.0;6.0;2.0;2.0;2.0;1.0;3.0;0;3.0;1.0;1.0;1.0;0;0;0;0;0;0;0;2.0;0;0
71;0;0;0;5.0;4.0;0;1.0;0;2.0;0;0;8.0;0;1.0;1.0;1.0;2.0;1.0;3.0;0;0;0;0;2.0;1.0;5.0;1.0;0;1.0;1.0;0;2.0;0;1.0;0;0;1.0;0;47.0;0;0;0;1.0;0;0;1.0;0;1.0;0;0;1.0;0;1.0;0;1.0;0;1.0;5.0;0;0;0;0;1.0;4.0;1.0;0;0;0;2.0;1.0;0;0;0;0;3.0;0;0;1.0;1.0;2.0;2.0;2.0;5.0;0;8.0;0;0;0;0;4.0;4.0;2.0;0;0;0;2.0;0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0
72;0;0;0;21.0;0;0;0;0;0;0;0;5.0;0;0;0;6.0;6.0;593.0;0;2.0;0;0;1.0;0;0;51.0;0;4.0;0;0;0;2.0;4.0;0;0;0;47.0;4.0;8.0;0;0;57.0;0;0;2.0;1.0;2.0;0;8.0;0;0;1.0;0;1.0;0;6.0;0;0;0;0;0;0;0;0;24.0;0;8.0;0;2.0;3.0;0;1.0;4.0;0;0;0;0;0;0;0;10.0;3.0;0;1.0;0;0;8.0;0;0;0;0;0;0;0;3.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0
74;0;0;0;2.0;0;0;0;3.0;0;0;0;5.0;0;1.0;0;2.0;3.0;96.0;0;14.0;0;0;1.0;0;0;2.0;0;4.0;0;0;2.0;2.0;0;0;0;0;25.0;4.0;12.0;0;57.0;0;3.0;0;1.0;0;2.0;3.0;6.0;0;0;2.0;9.0;1.0;0;5.0;0;0;2.0;0;0;0;0;0;1.0;3.0;4.0;7.0;0;0;0;1.0;4.0;0;2.0;1.0;0;1.0;0;0;4.0;1.0;1.0;0;1.0;0;3.0;0;0;0;1.0;0;0;2.0;1.0;0;0;0;0;4.0;0;0;3.0;0;0;0;0;0;0;0;0
76;0;0;0;1.0;0;0;0;1.0;0;8.0;0;2.0;0;0;0;26.0;1.0;4.0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;1.0;0;0;0;0;0;4.0;1.0;0;3.0;0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;4.0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;1.0;1.0;0;0;0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
79;0;0;0;0;1.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;2.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.0;3.0;0;1.0;0;1.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
80;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;2.0;1.0;0;0;0;0;1.0;2.0;0;0;0;3.0;0;0;0;0;0;3.0;2.0;0;0;0;0;1.0;0;1.0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;4.0;0
83;0;0;3.0;1.0;3.0;0;0;0;2.0;1.0;1.0;6.0;1.0;2.0;0;0;2.0;0;0;1.0;0;0;1.0;0;1.0;1.0;3.0;0;1.0;4.0;0;12.0;0;1.0;0;0;0;4.0;12.0;1.0;1.0;0;0;0;0;0;0;2.0;0;0;0;0;0;1.0;1.0;0;0;1.0;5.0;0;2.0;0;1.0;0;0;1.0;0;1.0;0;0;0;1.0;0;2.0;5.0;1.0;1.0;0;0;1.0;11.0;1.0;3.0;0;4.0;0;0;2.0;1.0;1.0;2.0;1.0;0;0;0;1.0;6.0;2.0;0;0;0;0;0;1.0;1.0;0;0;1.0;0;0;0
